ticker,company_name,sector,industry,market_type,exchange,price,market_cap,pe_ratio,peg_ratio,pb_ratio,ps_ratio,dividend_yield,beta,profit_margin,operating_margin,roa,roe,ev_to_ebitda,debt_to_equity,current_ratio,revenue_growth_3yr,earnings_growth_3yr,shares_outstanding,avg_return_1yr,volatility_1yr,sharpe_ratio,max_drawdown,esg_score
TMUS,TMUS Pharmaceuticals,Materials,Agricultural Chemicals,Large Cap,NASDAQ,194.11,574.2171086878101,47.03,,3.98,3.72,1.01,0.9681460489143592,13.64,18.49,5.93,21.41,11.56,0.79,2.21,-0.99,-3.57,2958204671,-7.53,13.03,-0.73,-26.11,62.7
ATVI,ATVI Energy,Energy,Oil & Gas Services,Large Cap,NASDAQ,290.62,977.87741399436,32.72,5.0,4.32,5.12,2.59,1.251606849996739,8.63,11.71,4.05,12.24,21.73,0.21,1.57,0.44,0.64,3364797378,6.85,14.36,0.34,-33.88,61.65
EA,EA Corp.,Energy,Gas Utilities,Large Cap,NYSE,112.78,628.68492907184,16.78,1.87,8.56,9.77,4.27,0.974560869929343,4.66,8.77,2.22,5.08,5.96,1.46,1.25,7.78,8.96,5574436328,16.66,14.86,0.99,-26.37,42.52
TTWO,TTWO Energy,Industrial,Building Products,Large Cap,NYSE,262.66,1482.2468272099602,30.73,,2.41,6.01,2.26,0.6154939751766044,18.19,15.88,4.61,24.91,23.64,0.81,1.77,-7.49,-5.94,5643214906,10.03,9.71,0.83,-21.22,30.36
OMC,OMC Group,Materials,Construction Materials,Large Cap,NYSE,333.72,57.33855632664001,,,1.7,6.53,0.0,0.92,15.5,22.2,8.62,31.33,21.45,0.97,1.24,15.21,13.75,171816362,8.29,10.03,0.63,-24.91,67.93
IPG,IPG Group,Industrial,Transportation,Large Cap,NASDAQ,306.52,2647.50844633808,32.59,1.08,5.4,3.59,0.0,0.979199601898775,36.28,36.34,8.92,66.95,18.5,1.32,1.31,28.09,30.3,8637310604,7.89,12.11,0.49,-19.26,40.61
AMT,AMT Holdings,Materials,Construction Materials,Large Cap,NYSE,111.74,315.69384888495995,42.56,2.43,5.26,1.5,0.0,0.6428153686567294,19.57,26.85,4.55,26.36,23.4,0.23,1.69,17.01,17.54,2825253704,15.39,11.78,1.14,-18.38,37.28
PLD,PLD Group,Consumer Defensive,Agricultural Products,Large Cap,NYSE,480.93,1278.17558961198,35.18,,0.99,1.9,3.73,0.5070164378166249,15.85,20.54,8.64,25.26,5.57,1.12,1.38,-1.83,-3.04,2657716486,-17.86,6.98,-2.85,-17.9,70.61
CCI,CCI Systems,Consumer Defensive,Grocery,Large Cap,NASDAQ,233.47,811.6426233993001,32.08,5.0,3.2,7.86,3.48,0.7689532911329762,14.05,16.0,3.65,19.77,21.19,0.63,1.72,-0.83,0.26,3476432190,-5.32,10.36,-0.71,-24.87,79.45
EQIX,EQIX Solutions,Industrial,Machinery,Large Cap,NYSE,219.19,2091.24420954994,-49.24,,2.17,2.55,1.82,0.4478984871570675,20.94,19.89,5.26,48.14,20.06,1.14,0.97,-6.98,-4.28,9540782926,-17.9,6.01,-3.31,-15.98,24.72
PSA,PSA Systems,Technology,Semiconductors,Large Cap,NASDAQ,722.65,1406.44811240595,56.08,3.38,7.81,2.3,0.0,0.928205714275684,12.73,18.1,4.38,26.76,25.95,0.76,1.45,16.03,16.59,1946236923,-11.45,17.0,-0.79,-43.74,89.82
O,O Holdings,Utilities,Independent Power Producers,Large Cap,NYSE,164.91,471.78309771306,19.33,1.37,5.75,4.77,2.17,0.4995602813583104,-0.75,0.4,-0.31,-1.52,7.47,2.65,1.89,16.52,14.07,2860851966,7.65,8.83,0.64,-23.78,86.51
AVB,AVB Solutions,Healthcare,Health Insurance,Large Cap,NYSE,379.85,3442.91312500855,40.61,5.0,7.63,5.05,3.35,1.4059760394178493,41.67,39.84,23.7,95.27,15.65,1.18,3.05,-0.12,2.02,9063875543,-2.5,26.46,-0.17,-55.55,95.78
ESS,ESS Corp.,Consumer Cyclical,Luxury Goods,Large Cap,NASDAQ,197.11,341.84361010203,63.24,2.64,6.99,1.91,0.0,1.7374693026913008,19.77,21.12,10.54,34.21,27.32,1.49,0.81,25.67,23.99,1734278373,23.53,20.17,1.07,-58.15,50.07
DLR,DLR Systems,Healthcare,Health Insurance,Large Cap,NYSE,441.23,4747.509258593021,32.04,2.75,3.61,1.53,1.38,1.3539752242412646,28.81,34.28,10.68,47.78,9.75,0.54,3.36,13.76,11.64,10759715474,16.15,20.41,0.69,-53.4,62.36
SPG,SPG Brands,Financial Services,Exchanges,Large Cap,NYSE,417.57,1082.57955762222,48.67,1.72,3.38,6.55,0.0,1.3235471731495216,15.85,21.25,7.37,27.14,26.27,1.62,1.12,29.88,28.23,2592570246,-1.91,23.8,-0.16,-42.18,55.34
LIN,LIN Corp.,Technology,Cybersecurity,Large Cap,NASDAQ,394.2,5753.4887036916,56.58,2.39,8.13,7.47,1.24,1.7259031927822772,39.87,46.4,10.43,61.31,9.04,0.71,3.59,24.11,23.7,14595354398,13.54,21.11,0.55,-50.56,96.53
APD,APD Solutions,Technology,Semiconductors,Large Cap,NYSE,577.21,1185.1765569266502,31.83,0.89,10.75,6.13,0.0,1.148984725429205,44.98,46.07,21.32,47.13,15.77,0.97,2.05,38.35,35.75,2053284865,20.29,16.98,1.08,-34.87,86.95
ECL,ECL Inc.,Financial Services,Insurance,Large Cap,NASDAQ,93.82,352.83188121245996,37.18,5.0,1.86,5.52,2.21,0.8726077090596688,10.51,8.08,2.12,21.51,25.12,2.77,2.09,5.22,3.66,3760732053,1.15,11.57,-0.07,-21.1,47.49
SHW,SHW Technologies,Healthcare,Pharmaceuticals,Large Cap,NASDAQ,182.78,289.90283382944,-37.72,,7.18,8.83,1.78,1.0424723215663385,-40.56,-23.43,-18.42,-96.57,11.65,0.88,1.59,-0.97,-3.93,1586075248,9.22,15.58,0.46,-39.69,66.89
NUE,NUE Systems,Materials,Gold,Large Cap,NYSE,44.76,231.34228630656,11.63,1.52,8.06,4.71,1.59,0.6332507401410763,12.9,16.64,2.78,19.02,24.14,0.2,1.99,8.98,7.64,5168505056,4.27,7.78,0.29,-13.56,59.97
FCX,FCX Group,Real Estate,Property Management,Large Cap,NYSE,195.63,741.1801116314399,,,3.06,7.08,4.37,1.0101577639554609,19.37,18.68,7.82,24.36,16.18,1.53,1.77,6.45,5.23,3788683288,14.5,13.36,0.94,-22.15,48.44
NEM,NEM Holdings,Materials,Metals & Mining,Large Cap,NYSE,256.36,720.8026554965601,34.07,3.34,1.31,1.44,2.7,1.048894792486413,9.19,14.42,4.46,13.45,24.66,1.11,1.71,11.89,10.19,2811681446,15.56,14.14,0.96,-32.02,23.63
DOW,DOW Brands,Technology,Hardware,Large Cap,NASDAQ,369.19,3851.5862598130097,25.55,1.8,4.9,4.31,0.0,1.07607025574522,27.61,24.69,8.4,64.68,18.22,0.86,3.08,13.55,14.17,10432531379,-3.21,19.02,-0.27,-33.22,69.22
DD,DD Holdings,Consumer Cyclical,Entertainment,Large Cap,NASDAQ,36.91,98.04847415884,20.39,5.0,6.45,3.42,4.26,1.02,21.68,27.92,12.19,23.08,22.63,0.73,1.48,3.95,2.26,2656420324,-0.96,14.08,-0.21,-33.89,71.64
PPG,PPG Brands,Industrial,Construction,Large Cap,NASDAQ,253.06,179.6015622621,87.78,5.0,5.26,10.32,0.4,1.0489212027086576,21.35,25.84,5.44,42.01,6.6,0.67,2.2,13.51,13.32,709719285,27.94,13.81,1.88,-26.1,51.03
VFYK,VFYK Inc.,Consumer Defensive,Agricultural Products,Large Cap,NASDAQ,419.63,3204.49591944132,22.81,,2.54,3.85,1.86,0.6648188276451759,9.91,12.87,2.79,22.15,6.78,1.19,1.91,-2.61,-1.07,7636479564,7.12,12.45,0.41,-29.44,61.36
UQW,UQW Pharmaceuticals,Financial Services,Financial Data,Large Cap,NASDAQ,213.43,680.0290514020501,19.09,1.89,2.17,10.95,2.21,0.8038973898652245,10.31,17.22,6.07,11.89,16.02,1.87,2.33,9.59,10.1,3186192435,10.3,12.69,0.65,-35.43,74.91
KWU,KWU Inc.,Financial Services,Payment Processing,Large Cap,NYSE,268.31,395.27274680271,48.97,5.0,2.31,3.41,1.13,0.9692005245838405,29.55,30.04,8.08,39.06,18.92,1.28,1.44,-0.22,2.29,1473194241,-7.02,11.64,-0.77,-31.73,59.2
YVR,YVR Group,Healthcare,Biotechnology,Large Cap,NYSE,59.09,343.83706913119,15.84,2.75,3.33,7.19,0.0,0.8967982603607492,-5.18,-41.82,-2.13,-12.64,19.03,0.89,1.33,7.09,5.76,5818870691,14.32,13.17,0.94,-27.51,62.73
KVF,KVF Inc.,Utilities,Electric Utilities,Large Cap,NYSE,153.01,202.62731805602,21.04,2.35,3.9,6.69,1.51,0.9878222785308244,16.87,16.38,8.98,29.11,5.94,1.28,2.24,11.79,8.97,1324275002,-7.44,10.6,-0.89,-22.7,60.62
RZS,RZS Group,Financial Services,Investment Banking,Large Cap,NASDAQ,303.87,494.75866779108003,45.43,1.91,8.07,1.51,0.16,1.2224488579179866,16.68,19.2,3.98,25.91,15.77,2.21,1.26,25.13,23.77,1628191884,-7.78,14.13,-0.69,-24.55,65.37
EYRA,EYRA Technologies,Consumer Cyclical,Apparel,Large Cap,NYSE,315.53,2395.9530207643697,26.39,5.0,3.03,8.8,2.97,1.0097862289641533,20.71,25.2,10.5,49.73,10.06,0.32,0.9,4.1,4.7,7593423829,12.89,16.45,0.66,-48.56,75.75
IQCKM,IQCKM Solutions,Healthcare,Managed Healthcare,Large Cap,NYSE,287.03,2319.88828516582,31.21,1.92,4.62,3.47,0.0,1.4393488163678128,32.98,37.25,17.54,63.86,19.77,1.29,2.7,14.62,16.22,8082389594,-3.9,24.26,-0.24,-65.56,89.91
VHMC,VHMC Energy,Consumer Defensive,Food & Beverage,Large Cap,NYSE,364.66,3336.90721946378,34.47,2.08,3.89,1.4,1.58,0.7637077568250774,30.63,35.04,9.09,45.68,22.78,0.54,0.85,15.35,16.61,9150735533,12.84,9.31,1.16,-24.13,56.33
PKU,PKU Technologies,Consumer Defensive,Tobacco,Large Cap,NYSE,182.57,919.26691851012,35.21,5.0,8.08,2.69,1.46,0.4736340264363538,14.83,12.47,4.42,24.27,6.19,0.17,2.14,7.22,4.33,5035147716,7.44,8.93,0.61,-13.97,58.48
CSPQF,CSPQF Corp.,Consumer Cyclical,Apparel,Large Cap,NASDAQ,177.97,183.69646576463,95.99,5.0,3.59,9.52,0.0,1.3416209840887858,6.98,4.56,2.75,16.33,22.32,0.47,1.66,15.48,16.96,1032176579,9.76,21.42,0.36,-41.89,30.78
RHHH,RHHH Group,Consumer Defensive,Agricultural Products,Large Cap,NASDAQ,474.13,3902.6182396535496,25.84,5.0,1.51,9.05,2.59,0.6591690627494026,14.71,18.59,5.49,21.82,23.53,1.04,0.95,0.88,0.02,8231114335,13.3,8.67,1.3,-20.03,68.28
CAN,CAN Pharmaceuticals,Technology,Cybersecurity,Large Cap,NYSE,595.56,7583.30650634172,80.96,2.91,9.54,4.61,0.0,0.9593883338881529,35.8,36.85,13.1,83.43,17.35,0.62,2.38,30.44,27.81,12733068887,22.47,14.27,1.43,-36.04,92.86
MFHHA,MFHHA Technologies,Financial Services,Investment Banking,Large Cap,NASDAQ,508.94,1203.93995350532,66.17,3.12,1.59,8.79,0.0,0.8103131560454789,31.78,36.87,10.85,52.89,16.79,1.84,1.88,20.0,21.22,2365583278,9.76,11.27,0.69,-31.49,76.41
NIU,NIU Solutions,Consumer Cyclical,Restaurants,Large Cap,NYSE,216.44,1146.67157952508,20.55,1.18,2.84,10.08,0.0,1.463062854678942,32.84,36.34,17.33,62.33,21.15,1.35,1.99,19.5,17.36,5297872757,-4.26,24.5,-0.26,-69.54,53.95
UVKXA,UVKXA Solutions,Consumer Defensive,Personal Products,Large Cap,NYSE,321.96,378.30314391612,29.14,2.71,4.74,4.09,3.34,0.4497498415558675,28.4,34.67,9.31,70.84,7.32,0.91,1.71,10.06,10.75,1175000447,-0.0,6.16,-0.32,-9.91,87.68
FKMV,FKMV Holdings,Technology,Enterprise Software,Large Cap,NYSE,535.18,4025.7399816721995,89.11,3.64,6.3,12.21,0.0,1.1131500731108785,6.81,3.82,2.83,8.42,18.19,1.07,1.91,24.7,24.48,7522216790,1.03,20.81,-0.05,-32.58,74.92
IJZSU,IJZSU Systems,Financial Services,Financial Data,Large Cap,NYSE,309.93,2457.1912038564,23.52,1.97,4.49,1.48,0.51,1.2593767034163088,18.49,24.37,8.55,28.7,21.01,2.72,0.88,12.73,11.91,7928213480,28.0,13.72,1.9,-39.2,61.05
CSN,CSN Brands,Utilities,Independent Power Producers,Large Cap,NYSE,90.95,112.2865544035,12.67,1.03,2.52,5.25,3.01,0.5782861337498433,6.02,8.29,3.44,8.02,20.01,2.79,2.35,13.32,12.25,1234596530,27.84,6.99,3.7,-19.34,81.16
YNVW,YNVW Solutions,Industrial,Construction,Large Cap,NYSE,307.41,1693.18122481752,36.78,2.09,5.43,9.56,0.0,0.5557899094408308,13.67,17.15,4.44,15.65,9.91,1.02,1.42,18.13,17.59,5507892472,4.7,6.26,0.43,-11.88,35.53
WGXXS,WGXXS Technologies,Technology,Cloud Computing,Large Cap,NASDAQ,148.98,1941.5591312949,33.66,0.73,11.32,5.23,0.0,1.541831042949835,14.19,19.73,4.53,16.16,20.3,0.72,1.87,45.83,46.37,13032347505,18.58,18.28,0.91,-49.96,68.02
JGHK,JGHK Group,Financial Services,Mortgage Finance,Large Cap,NASDAQ,509.51,5340.99263095394,67.97,3.93,4.57,2.79,0.0,0.8624816791505168,13.46,14.33,6.69,31.38,7.31,1.07,1.03,18.2,17.28,10482606094,6.31,9.61,0.45,-26.69,80.25
XDO,XDO Holdings,Technology,Cloud Computing,Large Cap,NYSE,682.78,8434.242496687,21.93,,5.62,1.14,1.28,1.985013945235088,49.05,53.45,15.02,64.74,18.61,0.13,2.45,-5.24,-5.58,12352796650,8.98,25.54,0.27,-73.66,63.38
HIIF,HIIF Solutions,Financial Services,Banks,Large Cap,NYSE,411.17,2930.19792951752,30.9,1.62,8.59,6.65,0.81,1.0366540450778867,29.5,31.03,17.26,50.41,6.57,1.94,2.15,16.63,19.06,7126487656,-12.48,15.62,-0.93,-34.95,61.81
OBQDN,OBQDN Group,Energy,Oil & Gas Integrated,Large Cap,NYSE,72.31,299.34414999335,27.02,,3.86,7.0,3.77,1.6287093574863174,12.96,14.7,7.24,27.91,19.35,0.8,1.55,-5.19,-4.16,4139733785,-2.71,25.97,-0.18,-70.19,29.93
ZAU,ZAU Technologies,Real Estate,Retail REITs,Large Cap,NASDAQ,174.87,1090.27551292119,27.41,2.97,5.78,7.26,2.87,0.43091169280770136,5.63,6.84,1.43,9.13,24.02,2.66,1.48,9.24,9.23,6234777337,0.97,4.96,-0.21,-10.61,47.76
NYX,NYX Inc.,Financial Services,Wealth Management,Large Cap,NYSE,109.22,162.1846345582,53.69,1.68,8.58,2.04,0.0,1.0740733473722999,30.11,36.77,8.78,62.06,19.4,1.86,1.07,33.61,31.87,1484935310,0.08,17.38,-0.11,-49.77,68.62
LILV,LILV Pharmaceuticals,Technology,Hardware,Large Cap,NYSE,558.23,4193.933679659341,31.42,0.97,2.56,6.56,0.0,1.8178955223749313,11.81,13.3,5.66,17.66,21.05,1.46,1.25,32.09,32.48,7512913458,12.46,25.95,0.4,-50.92,81.15
GNBBC,GNBBC Technologies,Materials,Gold,Large Cap,NYSE,211.74,168.2205145716,,,5.76,7.67,3.6,0.785186453731286,12.01,17.37,6.14,27.26,11.04,0.95,1.65,1.77,0.97,794467340,-0.83,13.17,-0.21,-25.87,53.48
VJQKW,VJQKW Systems,Technology,Semiconductors,Large Cap,NASDAQ,151.88,537.74127388924,71.74,1.86,9.05,12.37,0.0,1.9970166450455915,41.32,47.13,21.39,94.51,15.25,0.98,2.92,41.37,38.55,3540566723,23.61,35.87,0.6,-65.5,68.54
XAC,XAC Holdings,Consumer Cyclical,E-Commerce,Large Cap,NASDAQ,324.57,1239.0575783775,49.86,5.0,1.71,9.44,2.73,1.377337471487141,6.22,12.57,1.47,10.78,13.8,1.38,2.41,3.1,1.18,3817535750,-9.47,24.96,-0.46,-66.9,49.94
OZXRI,OZXRI Holdings,Communication Services,Social Media,Large Cap,NASDAQ,328.64,2483.6451558671997,23.69,,4.1,7.26,3.64,1.2812282773407266,17.35,20.61,5.82,42.81,20.91,0.74,0.87,-8.91,-6.27,7557342855,-5.07,21.52,-0.33,-32.69,74.58
KNX,KNX Technologies,Technology,Cloud Computing,Large Cap,NASDAQ,159.05,152.63170186675,37.84,2.96,5.47,6.29,0.3,1.115933362509583,22.49,21.01,13.25,25.34,24.92,0.68,1.86,12.77,12.77,959646035,-8.88,18.65,-0.58,-51.93,71.57
REHR,REHR Pharmaceuticals,Energy,Oil & Gas Midstream,Large Cap,NYSE,233.16,1406.7568704,77.98,4.33,9.38,1.38,2.51,1.7042393968854026,20.31,18.06,10.21,31.65,12.53,1.13,1.03,19.12,18.0,6033440000,-9.06,32.1,-0.34,-86.4,56.95
DKHI,DKHI Systems,Consumer Cyclical,Homebuilding,Large Cap,NASDAQ,41.23,117.06109209626999,36.86,5.0,5.4,5.61,0.0,2.182009747518031,12.81,10.78,7.29,15.29,13.13,1.3,2.46,5.58,7.15,2839221249,10.39,40.39,0.21,-110.86,45.46
XSY,XSY Energy,Consumer Cyclical,Restaurants,Large Cap,NYSE,405.22,217.48932626382,91.17,3.85,4.56,7.28,0.0,1.8120074840581404,7.76,14.57,3.94,16.34,26.28,0.54,1.53,21.09,23.67,536719131,10.16,22.19,0.37,-56.43,48.33
OYLZ,OYLZ Brands,Technology,Enterprise Software,Large Cap,NYSE,273.36,2756.3604762643204,-18.99,,2.19,9.15,2.45,1.392196570682953,54.58,53.29,26.54,135.68,11.64,0.67,3.77,-3.14,-3.68,10083261912,8.73,15.49,0.43,-28.24,72.03
GWH,GWH Brands,Energy,Gas Utilities,Large Cap,NASDAQ,99.71,814.64829831645,32.8,,5.68,3.78,3.1,1.8336523376691067,11.24,12.45,5.8,23.77,23.13,1.24,0.97,-4.47,-4.11,8170176495,-5.51,23.16,-0.32,-49.8,70.71
JLLSL,JLLSL Solutions,Communication Services,Advertising,Large Cap,NYSE,287.25,402.750829335,16.62,5.0,1.15,8.02,4.11,1.150492940809359,3.87,4.78,0.9,6.79,20.94,1.46,2.04,3.3,1.21,1402091660,-0.96,14.54,-0.2,-38.75,63.3
MHE,MHE Systems,Healthcare,Healthcare Technology,Large Cap,NYSE,371.65,4400.4833317228995,14.53,1.25,3.92,4.26,1.4,1.45055932935327,20.65,17.68,5.36,44.28,24.42,1.09,2.61,14.57,11.59,11840396426,-10.31,17.29,-0.71,-38.01,62.69
RQTC,RQTC Energy,Technology,Cybersecurity,Large Cap,NASDAQ,885.09,2558.32142964588,46.68,1.21,10.95,6.1,1.41,1.7931390675195809,56.62,60.52,12.58,74.74,25.22,0.21,3.46,37.61,38.72,2890464732,28.51,19.86,1.33,-37.25,84.45
XKHI,XKHI Brands,Energy,Oil & Gas Midstream,Large Cap,NYSE,234.39,233.41202342913,46.06,5.0,3.75,2.59,2.39,1.2735427914371704,17.57,16.01,4.94,42.81,25.02,1.32,1.35,3.33,2.04,995827567,19.22,21.43,0.8,-44.15,62.31
EEE,EEE Pharmaceuticals,Healthcare,Medical Distribution,Large Cap,NASDAQ,515.41,4133.298250434989,28.41,1.41,1.76,3.1,0.0,1.5064566311604823,28.06,32.19,6.78,58.41,22.36,0.93,3.84,19.83,20.2,8019437439,4.14,27.77,0.08,-53.16,54.5
XHEIG,XHEIG Inc.,Technology,Hardware,Large Cap,NYSE,508.13,6605.98584700551,30.0,2.34,4.18,8.34,0.0,1.762370405761853,19.02,17.0,10.98,34.98,25.87,1.1,3.65,12.71,12.83,13000582227,5.35,23.35,0.14,-48.41,83.87
NJWOG,NJWOG Group,Energy,Oil & Gas Midstream,Large Cap,NASDAQ,117.75,90.73751261925,15.34,5.0,4.1,7.67,3.61,2.15,10.87,14.66,4.29,26.4,9.97,0.12,1.66,1.46,1.35,770594587,19.87,34.45,0.52,-68.57,55.86
XTBFU,XTBFU Brands,Healthcare,Pharmaceuticals,Large Cap,NYSE,326.12,2333.79611270348,33.57,5.0,7.6,4.81,0.0,1.3553501310185083,-5.3,-25.4,-2.86,-10.72,7.3,0.35,2.09,7.15,4.15,7156249579,2.34,14.67,0.02,-34.08,83.3
GJUTV,GJUTV Pharmaceuticals,Financial Services,Banks,Large Cap,NYSE,559.48,3242.95142762284,38.95,,4.65,1.92,1.62,1.3155986419010035,26.41,26.22,9.26,42.69,19.56,2.26,0.94,-3.49,-6.35,5796367033,12.98,21.94,0.5,-61.01,72.39
URPHQ,URPHQ Group,Consumer Cyclical,Luxury Goods,Large Cap,NASDAQ,315.93,160.63789638351,74.12,5.0,5.7,5.27,1.34,0.9751435254663502,7.09,14.17,1.61,7.41,17.56,1.1,2.27,13.43,13.89,508460407,1.4,15.51,-0.04,-28.03,76.09
SDFCL,SDFCL Inc.,Utilities,Electric Utilities,Large Cap,NYSE,304.86,2114.38218610302,30.92,,5.02,5.67,3.92,0.47714460555839405,12.88,18.32,3.99,31.91,6.13,1.94,2.38,0.16,-2.71,6935584157,-9.29,5.56,-2.03,-8.42,80.52
GQXGS,GQXGS Group,Industrial,Transportation,Large Cap,NASDAQ,295.24,1396.01559066552,26.87,,2.44,8.58,3.65,0.6461180535493372,15.92,20.47,8.29,30.13,5.5,0.77,1.64,-5.08,-2.39,4728409398,-8.58,10.19,-1.04,-20.85,32.73
XIV,XIV Technologies,Technology,Internet,Large Cap,NYSE,936.59,2951.38662546477,94.67,4.08,4.61,1.42,0.0,1.49374867760572,27.24,27.62,11.92,65.78,9.76,0.41,2.2,22.7,23.2,3151204503,22.0,28.17,0.71,-43.94,80.65
IZL,IZL Corp.,Financial Services,Mortgage Finance,Large Cap,NASDAQ,229.95,602.0208065245499,14.86,,2.83,3.59,3.75,0.9448947744397871,21.78,21.92,5.48,42.47,13.18,1.99,2.17,0.78,-1.62,2618050909,12.19,13.23,0.77,-33.45,81.22
BWMH,BWMH Inc.,Financial Services,Exchanges,Large Cap,NASDAQ,127.98,1074.20124073842,44.71,,6.75,2.51,1.35,1.1779424400031395,7.29,11.21,3.25,8.2,15.55,2.71,1.41,-5.52,-5.3,8393508679,21.89,19.9,1.0,-47.41,50.21
UCV,UCV Brands,Consumer Cyclical,Hotels,Large Cap,NASDAQ,83.92,519.2334294549601,37.98,1.58,4.93,3.96,0.0,1.545786761033369,10.48,14.07,3.4,25.11,20.5,1.01,1.73,22.4,24.03,6187242963,4.09,25.92,0.08,-68.18,34.19
MIGDN,MIGDN Corp.,Consumer Defensive,Household Products,Large Cap,NYSE,299.38,757.0877390035799,32.81,2.01,7.36,5.99,4.57,0.6922079300172476,6.02,6.87,2.78,9.45,20.13,1.04,1.49,18.29,16.3,2528852091,18.42,10.68,1.54,-31.48,68.36
QSWIN,QSWIN Pharmaceuticals,Communication Services,Social Media,Large Cap,NYSE,290.3,908.752426016,81.69,5.0,7.7,1.99,0.0,0.8285265863190462,7.93,14.96,2.44,17.55,24.13,0.62,2.11,10.77,13.06,3130390720,12.2,11.98,0.85,-30.05,69.75
UNHA,UNHA Corp.,Communication Services,Cable & Satellite,Large Cap,NYSE,465.92,4867.09727282688,22.3,1.75,2.27,2.92,0.0,0.9280614112124745,20.25,26.36,9.09,32.27,15.99,1.48,1.82,12.02,12.75,10446208089,21.81,15.75,1.26,-33.37,56.59
UMW,UMW Holdings,Financial Services,Banks,Large Cap,NASDAQ,274.19,1363.0723411571698,27.21,5.0,2.83,3.4,2.93,1.3586938519234446,4.15,8.44,1.74,6.33,15.84,2.37,2.02,3.21,2.25,4971269343,13.85,24.06,0.49,-63.78,63.81
LBJ,LBJ Systems,Healthcare,Health Insurance,Large Cap,NYSE,593.11,5780.708053953351,98.15,3.84,4.06,10.28,0.0,1.418661893938985,9.02,11.36,2.07,9.94,6.13,0.89,0.99,26.54,25.54,9746434985,0.64,23.93,-0.06,-51.17,88.52
DNR,DNR Solutions,Financial Services,Exchanges,Large Cap,NYSE,183.07,1000.59270194535,58.25,3.08,7.85,6.6,0.38,0.8710672474374159,13.48,18.48,3.59,15.39,7.7,1.78,2.39,17.56,18.94,5465629005,19.59,14.58,1.21,-26.57,79.71
MMB,MMB Pharmaceuticals,Real Estate,Healthcare REITs,Large Cap,NYSE,223.08,603.20456244048,21.65,1.38,2.58,9.01,3.49,1.0443573923319909,10.14,8.38,4.34,17.84,25.79,2.07,2.26,17.53,15.74,2703983156,1.85,19.1,-0.01,-39.45,66.46
HSJAW,HSJAW Systems,Industrial,Construction,Large Cap,NYSE,389.79,1219.16865556287,11.18,1.38,4.51,6.17,0.0,0.6278053612348979,5.61,5.66,2.96,8.4,7.12,1.01,1.08,7.87,8.12,3127757653,14.54,7.57,1.66,-12.39,36.83
GCPS,GCPS Technologies,Technology,Cybersecurity,Large Cap,NASDAQ,512.36,5158.502696899521,21.99,,5.06,4.41,1.74,1.3871596619139241,8.4,15.67,4.7,13.82,15.78,0.83,1.21,-5.05,-4.7,10068121432,-4.44,17.34,-0.37,-31.79,72.19
ISWG,ISWG Technologies,Financial Services,Wealth Management,Large Cap,NYSE,193.28,402.59427454464003,38.47,1.89,3.0,4.44,0.0,1.1088689478641172,24.08,25.51,8.77,32.48,23.43,1.32,2.03,23.12,20.39,2082958788,25.84,17.0,1.4,-36.85,67.58
QRWDA,QRWDA Holdings,Technology,Hardware,Large Cap,NYSE,644.4,5806.2261834792,39.46,4.35,2.44,4.34,0.0,0.8671147251461684,30.33,31.85,13.97,44.41,9.5,0.51,2.04,8.05,9.08,9010282718,17.69,10.91,1.44,-17.15,64.12
GWGB,GWGB Solutions,Consumer Cyclical,Hotels,Large Cap,NYSE,217.74,496.26333337632,15.4,5.0,6.59,8.86,4.09,0.9217397132034607,25.34,25.47,9.65,60.39,23.62,0.88,1.24,4.83,2.92,2279155568,18.98,17.07,0.99,-32.95,42.36
EBLP,EBLP Corp.,Consumer Cyclical,Apparel,Large Cap,NASDAQ,90.93,145.52654359026002,36.05,4.3,1.41,4.63,1.51,1.6978477200626383,21.89,27.42,8.23,28.02,8.17,0.86,2.02,6.61,8.38,1600423882,-3.24,24.78,-0.21,-74.29,57.78
TKG,TKG Group,Technology,Cloud Computing,Large Cap,NASDAQ,754.89,1121.1942042938101,,,3.36,2.72,0.0,1.2350128635985862,21.32,27.97,7.22,48.76,18.72,0.12,3.46,9.68,8.32,1485241829,20.2,21.49,0.85,-59.4,71.77
GLCR,GLCR Technologies,Consumer Cyclical,Travel,Large Cap,NASDAQ,374.54,2995.19209001884,39.01,,5.35,7.85,1.97,1.4991349787038415,19.31,17.34,5.4,26.32,14.5,0.78,1.68,2.54,-0.16,7996988546,-10.08,23.88,-0.51,-39.16,39.63
MGD,MGD Systems,Industrial,Engineering,Large Cap,NYSE,194.9,1590.0090808099,32.87,5.0,1.48,5.78,4.34,0.8696006591417381,11.97,14.26,2.78,20.98,20.63,1.11,1.7,4.99,2.8,8158076351,7.1,14.85,0.34,-36.78,39.93
XUXK,XUXK Brands,Industrial,Construction,Large Cap,NASDAQ,127.22,665.36212040622,95.59,5.0,5.99,4.22,0.0,0.47515698778724264,10.06,16.73,5.63,17.64,20.37,0.71,0.82,9.89,12.4,5230011951,-6.39,9.1,-0.92,-25.12,62.98
OUBCT,OUBCT Corp.,Healthcare,Life Sciences Tools,Large Cap,NASDAQ,127.59,863.58262295265,90.71,3.31,6.81,4.91,0.0,0.7108551316524263,13.14,20.6,6.16,22.11,6.78,0.66,1.47,30.07,27.39,6768419335,8.98,9.97,0.7,-22.73,82.21
